target,channel_view,price_bin,mattress_size,mattress_firmness,pillow_size,pillow_type,checks_in_segment,confidence,segment_reliable,cross_sell_top_2,cross_sell_support_2,cross_sell_rate_2,cross_sell_rate_2_ci_low,cross_sell_rate_2_ci_high,cross_sell_2_expected_value,cross2_best_weekday,cross2_best_hour_bucket,cross2_best_month,cross2_best_opportunity_score,cross_sell_top_3,cross_sell_support_3,cross_sell_rate_3,cross_sell_rate_3_ci_low,cross_sell_rate_3_ci_high,cross_sell_3_expected_value,cross3_best_weekday,cross3_best_hour_bucket,cross3_best_month,cross3_best_opportunity_score,upsell_top_2,upsell_support_2,upsell_rate_2,upsell_rate_2_ci_low,upsell_rate_2_ci_high,upsell_avg_sum_2,upsell_top_3,upsell_support_3,upsell_rate_3,upsell_rate_3_ci_low,upsell_rate_3_ci_high,upsell_avg_sum_3
pillow,marketplace,5-10k,unknown,unknown,unknown,unknown,6450,high,1,Одеяло,398,0.0617,0.0561,0.0678,279.78,,,2025-08,42539.27,Детские товары,390,0.0605,0.0549,0.0665,106.88,,,2025-08,55010.08,Постельное белье,235,0.0364,0.0321,0.0413,5057.59,Одеяло,398,0.0617,0.0561,0.0678,4534.06
pillow,marketplace,10-20k,unknown,unknown,40x60,memory,198,low,1,Наволочка,10,0.0505,0.0277,0.0905,99.34,,,,,Матрас,6,0.0303,0.014,0.0645,470.81,,,,,Кровать/каркас,2,0.0101,0.0028,0.0361,15021.27,Постельное белье,2,0.0101,0.0028,0.0361,7269.0
pillow,marketplace,10-20k,unknown,unknown,50x70,anatomic,707,medium,1,Наволочка,56,0.0792,0.0615,0.1015,695.17,,,,,Косметика/гигиена,39,0.0552,0.0406,0.0745,102.73,,,,,Постельное белье,30,0.0424,0.0299,0.0599,10102.29,Наволочка,56,0.0792,0.0615,0.1015,8776.55
pillow,marketplace,10-20k,unknown,unknown,50x70,down,5520,high,1,Наволочка,237,0.0429,0.0379,0.0486,312.86,,,,,Косметика/гигиена,132,0.0239,0.0202,0.0283,43.93,,,,,Постельное белье,69,0.0125,0.0099,0.0158,10481.58,Другая мебель,65,0.0118,0.0092,0.015,8148.67
pillow,marketplace,10-20k,unknown,unknown,50x70,orthopedic,222,low,1,Наволочка,12,0.0541,0.0312,0.0921,366.9,,,,,Детские товары,11,0.0495,0.0279,0.0865,123.65,,,,,Одеяло,10,0.045,0.0246,0.0809,12232.23,Кухонный текстиль,4,0.018,0.007,0.0454,9039.0
pillow,marketplace,10-20k,unknown,unknown,50x70,synthetic,143,low,1,Наволочка,14,0.0979,0.0592,0.1576,782.15,,,,,Наматрасник/топпер,7,0.049,0.0239,0.0976,248.43,,,,,Постельное белье,3,0.021,0.0072,0.0599,9101.78,Наволочка,14,0.0979,0.0592,0.1576,7989.07
pillow,marketplace,10-20k,unknown,unknown,50x70,unknown,3127,high,1,Наволочка,165,0.0528,0.0455,0.0612,423.57,,,,,Косметика/гигиена,106,0.0339,0.0281,0.0408,52.59,,,,,Одеяло,319,0.102,0.0919,0.1131,13809.94,Постельное белье,58,0.0185,0.0144,0.0239,9061.99
pillow,marketplace,10-20k,unknown,unknown,70x70,down,3647,high,1,Наволочка,149,0.0409,0.0349,0.0478,221.93,,,,,Косметика/гигиена,83,0.0228,0.0184,0.0281,35.81,,,,,Постельное белье,39,0.0107,0.0078,0.0146,7486.17,Наволочка,149,0.0409,0.0349,0.0478,5432.17
pillow,marketplace,10-20k,unknown,unknown,70x70,unknown,1005,medium,1,Наволочка,80,0.0796,0.0644,0.098,649.79,,,,,Косметика/гигиена,30,0.0299,0.021,0.0423,43.56,,,,,Наволочка,80,0.0796,0.0644,0.098,8162.99,Косметика/гигиена,30,0.0299,0.021,0.0423,1459.15
pillow,marketplace,10-20k,unknown,unknown,unknown,anatomic,1758,medium,1,Детские товары,51,0.029,0.0221,0.0379,99.13,,,,,Косметика/гигиена,47,0.0267,0.0202,0.0354,50.97,,,,,Наволочка,47,0.0267,0.0202,0.0354,4605.17,Детские товары,51,0.029,0.0221,0.0379,3417.2
pillow,marketplace,10-20k,unknown,unknown,unknown,down,1091,medium,1,Наволочка,56,0.0513,0.0397,0.0661,309.32,,,,,Косметика/гигиена,23,0.0211,0.0141,0.0314,34.99,,,,,Наволочка,56,0.0513,0.0397,0.0661,6026.27,Косметика/гигиена,23,0.0211,0.0141,0.0314,1659.86
pillow,marketplace,10-20k,unknown,unknown,unknown,memory,2035,medium,1,Одеяло,47,0.0231,0.0174,0.0306,179.8,,,,,Детские товары,36,0.0177,0.0128,0.0244,58.1,,,,,Наволочка,33,0.0162,0.0116,0.0227,3848.81,Детские товары,36,0.0177,0.0128,0.0244,3284.07
pillow,marketplace,10-20k,unknown,unknown,unknown,orthopedic,8376,high,1,Наволочка,133,0.0159,0.0134,0.0188,56.19,,,,,Детские товары,127,0.0152,0.0128,0.018,57.69,,,,,Детские товары,127,0.0152,0.0128,0.018,3804.71,Наволочка,133,0.0159,0.0134,0.0188,3538.43
pillow,marketplace,10-20k,unknown,unknown,unknown,unknown,823,medium,1,Наволочка,53,0.0644,0.0496,0.0833,234.84,,,,,Постельное белье,30,0.0365,0.0257,0.0516,520.78,,,,,Одеяло,81,0.0984,0.0799,0.1207,12158.7,Наволочка,53,0.0644,0.0496,0.0833,3646.63
pillow,marketplace,30k+,unknown,unknown,unknown,down,166,low,1,Наволочка,11,0.0663,0.0374,0.1148,1524.14,,,,,Полотенце,7,0.0422,0.0206,0.0845,1035.74,,,,,Одеяло,19,0.1145,0.0745,0.1718,59380.26,Постельное белье,2,0.012,0.0033,0.0429,39503.5
pillow,marketplace,30k+,unknown,unknown,unknown,orthopedic,136,low,1,Наволочка,5,0.0368,0.0158,0.0832,528.35,,,,,Детские товары,5,0.0368,0.0158,0.0832,168.12,,,,,Пододеяльник,2,0.0147,0.004,0.052,40916.6,Ковры/коврики,3,0.0221,0.0075,0.0628,27235.0
pillow,non_marketplace,0-1k,unknown,unknown,40x60,anatomic,1090,high,1,Кухонный текстиль,109,0.1,0.0836,0.1192,36.86,,,2024-01,9504.98,Косметика/гигиена,81,0.0743,0.0602,0.0914,23.48,,,2024-01,741.04,Детские товары,185,0.1697,0.1486,0.1932,480.72,Кухонный текстиль,109,0.1,0.0836,0.1192,368.62
pillow,non_marketplace,0-1k,unknown,unknown,40x60,unknown,105,low,1,Одеяло,8,0.0762,0.0391,0.1432,74.01,,,,,Постельное белье,7,0.0667,0.0327,0.1313,145.18,,,,,Хранение/органайзеры,2,0.019,0.0052,0.0668,1583.49,Плед,5,0.0476,0.0205,0.1067,974.22
pillow,non_marketplace,0-1k,unknown,unknown,50x70,anatomic,146,low,1,Наволочка,6,0.0411,0.019,0.0868,67.06,,,,,Детские товары,5,0.0342,0.0147,0.0777,14.49,,,,,Матрас,4,0.0274,0.0107,0.0683,5651.05,Пододеяльник,1,0.0068,0.0012,0.0378,3301.0
pillow,non_marketplace,0-1k,unknown,unknown,50x70,down,1268,medium,1,Косметика/гигиена,82,0.0647,0.0524,0.0796,82.29,,,,,Наволочка,55,0.0434,0.0335,0.056,35.27,,,,,Одеяло,113,0.0891,0.0747,0.1061,1623.05,Косметика/гигиена,82,0.0647,0.0524,0.0796,1272.53
pillow,non_marketplace,0-1k,unknown,unknown,50x70,unknown,23183,high,1,Другая мебель,1753,0.0756,0.0723,0.0791,988.42,Понедельник,Утро (06-11),2025-06,135739.87,Постельное белье,1376,0.0594,0.0564,0.0625,148.65,Четверг,День (12-17),2024-12,43718.86,Другая мебель,1753,0.0756,0.0723,0.0791,13071.6,Матрас,828,0.0357,0.0334,0.0382,10795.22
pillow,non_marketplace,0-1k,unknown,unknown,70x70,anatomic,80,low,1,Детские товары,2,0.025,0.0069,0.0866,6.48,,,,,Кухня/посуда,2,0.025,0.0069,0.0866,6.82,,,,,Другая мебель,1,0.0125,0.0022,0.0675,799.0,Простыня,1,0.0125,0.0022,0.0675,795.0
pillow,non_marketplace,0-1k,unknown,unknown,70x70,synthetic,127,low,1,Полотенце,4,0.0315,0.0123,0.0782,16.01,,,,,Наволочка,4,0.0315,0.0123,0.0782,27.3,,,,,Другая мебель,2,0.0157,0.0043,0.0556,4857.2,Постельное белье,1,0.0079,0.0014,0.0433,4504.0
pillow,non_marketplace,0-1k,unknown,unknown,70x70,unknown,2589,high,1,Другая мебель,123,0.0475,0.04,0.0564,358.04,,,,,Наволочка,86,0.0332,0.027,0.0408,20.99,,,,,Другая мебель,123,0.0475,0.04,0.0564,7536.41,Матрас,55,0.0212,0.0164,0.0275,7410.44
pillow,non_marketplace,0-1k,unknown,unknown,unknown,anatomic,1487,medium,1,Одеяло,81,0.0545,0.044,0.0672,51.14,,,,,Косметика/гигиена,55,0.037,0.0285,0.0478,13.76,,,,,Одеяло,81,0.0545,0.044,0.0672,938.85,Детские товары,135,0.0908,0.0772,0.1065,699.64
pillow,non_marketplace,0-1k,unknown,unknown,unknown,down,704,medium,1,Косметика/гигиена,45,0.0639,0.0481,0.0845,77.42,,,,,Наволочка,28,0.0398,0.0277,0.0569,43.34,,,,,Матрас,28,0.0398,0.0277,0.0569,9574.88,Постельное белье,24,0.0341,0.023,0.0502,2538.72
pillow,non_marketplace,0-1k,unknown,unknown,unknown,memory,2388,medium,1,Косметика/гигиена,71,0.0297,0.0236,0.0373,15.17,,,,,Хранение/органайзеры,44,0.0184,0.0138,0.0246,9.83,,,,,Хранение/органайзеры,44,0.0184,0.0138,0.0246,533.48,Косметика/гигиена,71,0.0297,0.0236,0.0373,510.35
pillow,non_marketplace,0-1k,unknown,unknown,unknown,orthopedic,4601,high,1,Матрас,163,0.0354,0.0305,0.0412,220.5,,,,,Одеяло,125,0.0272,0.0229,0.0323,40.73,,,,,Другая мебель,234,0.0509,0.0449,0.0576,10936.88,Матрас,163,0.0354,0.0305,0.0412,6224.17
pillow,non_marketplace,0-1k,unknown,unknown,unknown,unknown,9420,high,1,Матрас,604,0.0641,0.0593,0.0692,1485.17,Суббота,День (12-17),2024-06,661110.15,Дезодорант/уход,452,0.048,0.0438,0.0525,11.59,Четверг,День (12-17),2024-03,2269.58,Матрас,604,0.0641,0.0593,0.0692,23162.7,Постельное белье,113,0.012,0.01,0.0144,3157.51
pillow,non_marketplace,1-2k,unknown,unknown,40x60,orthopedic,179,low,1,Детские товары,5,0.0279,0.012,0.0637,22.36,,,,,Постельное белье,4,0.0223,0.0087,0.056,47.49,,,,,Постельное белье,4,0.0223,0.0087,0.056,2125.0,Другая мебель,2,0.0112,0.0031,0.0398,1619.1
pillow,non_marketplace,1-2k,unknown,unknown,50x70,down,1269,medium,1,Простыня,58,0.0457,0.0355,0.0586,115.1,,,,,Постельное белье,53,0.0418,0.0321,0.0542,160.87,,,,,Одеяло,136,0.1072,0.0913,0.1254,2583.6,Простыня,58,0.0457,0.0355,0.0586,2518.41
pillow,non_marketplace,1-2k,unknown,unknown,50x70,unknown,13437,high,1,Другая мебель,1345,0.1001,0.0951,0.1053,2071.6,Понедельник,День (12-17),2024-08,524743.13,Постельное белье,1178,0.0877,0.083,0.0926,326.73,Понедельник,День (12-17),2024-09,62450.78,Кровать/каркас,775,0.0577,0.0539,0.0617,20086.48,Матрас,1055,0.0785,0.0741,0.0832,16108.47
pillow,non_marketplace,1-2k,unknown,unknown,70x70,anatomic,141,low,1,Наволочка,7,0.0496,0.0243,0.0989,56.26,,,,,Детские товары,7,0.0496,0.0243,0.0989,18.36,,,,,Ароматы для дома,1,0.0071,0.0013,0.0391,3185.0,Постельное белье,2,0.0142,0.0039,0.0502,2839.5
pillow,non_marketplace,1-2k,unknown,unknown,70x70,down,722,medium,1,Постельное белье,35,0.0485,0.0351,0.0667,148.11,,,,,Наволочка,22,0.0305,0.0202,0.0457,32.76,,,,,Одеяло,45,0.0623,0.0469,0.0824,1927.88,Наволочка,22,0.0305,0.0202,0.0457,1075.27
pillow,non_marketplace,1-2k,unknown,unknown,70x70,synthetic,114,low,1,Постельное белье,5,0.0439,0.0189,0.0986,126.89,,,,,Детские товары,5,0.0439,0.0189,0.0986,27.79,,,,,Матрас,2,0.0175,0.0048,0.0617,8801.55,Постельное белье,5,0.0439,0.0189,0.0986,2893.02
pillow,non_marketplace,1-2k,unknown,unknown,70x70,unknown,3649,high,1,Другая мебель,204,0.0559,0.0489,0.0638,957.84,,,,,Матрас,172,0.0471,0.0407,0.0545,663.4,,,,,Другая мебель,204,0.0559,0.0489,0.0638,17133.17,Матрас,172,0.0471,0.0407,0.0545,14074.01
pillow,non_marketplace,1-2k,unknown,unknown,unknown,anatomic,1213,medium,1,Одеяло,44,0.0363,0.0271,0.0483,82.79,,,,,Постельное белье,29,0.0239,0.0167,0.0341,62.02,,,,,Одеяло,44,0.0363,0.0271,0.0483,2282.43,Простыня,20,0.0165,0.0107,0.0253,1630.26
pillow,non_marketplace,1-2k,unknown,unknown,unknown,down,840,medium,1,Косметика/гигиена,75,0.0893,0.0718,0.1105,132.26,,,,,Наволочка,38,0.0452,0.0331,0.0615,68.01,,,,,Одеяло,87,0.1036,0.0847,0.126,2600.07,Наволочка,38,0.0452,0.0331,0.0615,1503.38
pillow,non_marketplace,1-2k,unknown,unknown,unknown,memory,3859,medium,1,Детские товары,131,0.0339,0.0287,0.0401,31.61,,,,,Кухонный текстиль,42,0.0109,0.0081,0.0147,4.11,,,,,Детские товары,131,0.0339,0.0287,0.0401,931.16,Кухонный текстиль,42,0.0109,0.0081,0.0147,377.32
pillow,non_marketplace,1-2k,unknown,unknown,unknown,orthopedic,8458,high,1,Одеяло,304,0.0359,0.0322,0.0401,70.61,,,,,Детские товары,273,0.0323,0.0287,0.0363,35.93,,,,,Другая мебель,271,0.032,0.0285,0.036,14696.94,Матрас,406,0.048,0.0436,0.0528,10970.75
pillow,non_marketplace,20-30k,unknown,unknown,unknown,orthopedic,569,medium,1,Одеяло,72,0.1265,0.1017,0.1564,2493.53,,,,,Матрас,39,0.0685,0.0505,0.0923,5038.19,,,,,Одеяло,72,0.1265,0.1017,0.1564,19705.79,Наволочка,155,0.2724,0.2374,0.3104,7960.12
pillow,non_marketplace,1-2k,unknown,unknown,unknown,unknown,9872,high,1,Матрас,1179,0.1194,0.1132,0.126,3332.24,Суббота,День (12-17),2024-10,1137510.52,Кровать/каркас,459,0.0465,0.0425,0.0508,1528.6,Суббота,День (12-17),2024-11,667551.81,Другая мебель,200,0.0203,0.0177,0.0232,30719.04,Матрас,1179,0.1194,0.1132,0.126,27901.54
pillow,non_marketplace,20-30k,unknown,unknown,unknown,unknown,1400,high,1,Одеяло,283,0.2021,0.1819,0.224,3893.75,Суббота,День (12-17),,76395.23,Кровать/каркас,113,0.0807,0.0676,0.0962,5573.29,,,,,Кровать/каркас,113,0.0807,0.0676,0.0962,69049.56,Другая мебель,43,0.0307,0.0229,0.0411,47675.66
pillow,non_marketplace,2-3k,unknown,unknown,40x60,orthopedic,143,low,1,Детские товары,5,0.035,0.015,0.0792,41.85,,,,,Наволочка,5,0.035,0.015,0.0792,15.54,,,,,Постельное белье,2,0.014,0.0038,0.0496,1708.5,Наматрасник/топпер,2,0.014,0.0038,0.0496,1702.0
pillow,non_marketplace,2-3k,unknown,unknown,50x70,anatomic,98,low,1,Наволочка,5,0.051,0.022,0.1139,56.55,,,,,Детские товары,5,0.051,0.022,0.1139,35.07,,,,,Одеяло,6,0.0612,0.0284,0.1272,3150.27,Покрывало,1,0.0102,0.0018,0.0556,2374.0
pillow,non_marketplace,2-3k,unknown,unknown,50x70,unknown,5151,high,1,Матрас,632,0.1227,0.114,0.1319,2594.36,Суббота,День (12-17),2024-11,441241.15,Другая мебель,616,0.1196,0.111,0.1287,4092.24,Пятница,День (12-17),2024-09,487171.46,Кровать/каркас,304,0.059,0.0529,0.0658,25686.98,Матрас,632,0.1227,0.114,0.1319,21144.83
pillow,non_marketplace,2-3k,unknown,unknown,70x70,unknown,1411,medium,1,Другая мебель,96,0.068,0.056,0.0824,1351.46,,,,,Матрас,77,0.0546,0.0439,0.0677,791.38,,,,,Другая мебель,96,0.068,0.056,0.0824,19863.6,Матрас,77,0.0546,0.0439,0.0677,14501.81
pillow,non_marketplace,2-3k,unknown,unknown,unknown,down,516,medium,1,Наволочка,42,0.0814,0.0608,0.1082,133.78,,,,,Косметика/гигиена,41,0.0795,0.0591,0.106,115.87,,,,,Наволочка,42,0.0814,0.0608,0.1082,1643.57,Косметика/гигиена,41,0.0795,0.0591,0.106,1458.23
pillow,non_marketplace,2-3k,unknown,unknown,unknown,orthopedic,5345,high,1,Другая мебель,311,0.0582,0.0522,0.0648,1114.57,,,2025-06,697730.75,Одеяло,305,0.0571,0.0512,0.0636,177.69,,,2025-09,30049.74,Другая мебель,311,0.0582,0.0522,0.0648,19155.59,Матрас,424,0.0793,0.0724,0.0869,18869.46
pillow,non_marketplace,2-3k,unknown,unknown,unknown,unknown,7190,high,1,Одеяло,506,0.0704,0.0647,0.0765,453.06,Понедельник,День (12-17),2024-11,87295.74,Кровать/каркас,381,0.053,0.048,0.0584,1825.71,Суббота,День (12-17),,567175.73,Кровать/каркас,381,0.053,0.048,0.0584,34453.73,Матрас,995,0.1384,0.1306,0.1466,28766.65
pillow,non_marketplace,3-5k,unknown,unknown,50x70,unknown,3996,high,1,Другая мебель,465,0.1164,0.1068,0.1267,3575.64,Воскресенье,Вечер (18-23),2024-12,226461.99,Постельное белье,440,0.1101,0.1008,0.1202,646.27,Четверг,День (12-17),2025-02,46691.33,Кровать/каркас,264,0.0661,0.0588,0.0742,28826.21,Матрас,428,0.1071,0.0979,0.1171,22844.03
pillow,non_marketplace,3-5k,unknown,unknown,70x70,unknown,1360,high,1,Другая мебель,108,0.0794,0.0662,0.095,1690.08,,,,,Матрас,85,0.0625,0.0508,0.0766,1234.47,,,,,Другая мебель,108,0.0794,0.0662,0.095,21282.44,Матрас,85,0.0625,0.0508,0.0766,19751.53
pillow,non_marketplace,3-5k,unknown,unknown,unknown,anatomic,1006,low,1,Одеяло,29,0.0288,0.0201,0.0411,143.07,,,,,Матрас,27,0.0268,0.0185,0.0388,829.36,,,,,Одеяло,29,0.0288,0.0201,0.0411,4963.01,Косметика/гигиена,65,0.0646,0.051,0.0815,1959.29
pillow,non_marketplace,3-5k,unknown,unknown,unknown,orthopedic,6374,high,1,Одеяло,491,0.077,0.0707,0.0838,354.16,Среда,День (12-17),2024-08,54615.19,Кровать/каркас,433,0.0679,0.062,0.0744,1967.09,Понедельник,День (12-17),2024-10,444576.93,Матрас,996,0.1563,0.1476,0.1654,26616.52,Другая мебель,377,0.0591,0.0536,0.0652,24468.53
pillow,non_marketplace,3-5k,unknown,unknown,unknown,unknown,6002,high,1,Одеяло,672,0.112,0.1042,0.1202,928.95,Среда,День (12-17),2024-12,102372.37,Кровать/каркас,333,0.0555,0.05,0.0616,2124.57,Вторник,День (12-17),,276373.7,Кровать/каркас,333,0.0555,0.05,0.0616,38293.25,Матрас,969,0.1614,0.1524,0.171,33367.36
pillow,non_marketplace,5-10k,unknown,unknown,50x70,unknown,2138,high,1,Постельное белье,264,0.1235,0.1102,0.1381,1054.14,,,,,Матрас,223,0.1043,0.092,0.118,2906.88,,,,,Кровать/каркас,142,0.0664,0.0566,0.0778,31718.21,Матрас,223,0.1043,0.092,0.118,27869.54
pillow,non_marketplace,5-10k,unknown,unknown,70x70,unknown,607,medium,1,Матрас,41,0.0675,0.0502,0.0904,1425.99,,,,,Другая мебель,41,0.0675,0.0502,0.0904,2102.4,,,,,Другая мебель,41,0.0675,0.0502,0.0904,31125.83,Матрас,41,0.0675,0.0502,0.0904,21111.63
pillow,non_marketplace,5-10k,unknown,unknown,unknown,anatomic,1040,low,1,Косметика/гигиена,26,0.025,0.0171,0.0364,34.58,,,,,Одеяло,21,0.0202,0.0132,0.0307,130.0,,,,,Одеяло,21,0.0202,0.0132,0.0307,6438.12,Косметика/гигиена,26,0.025,0.0171,0.0364,1383.31
pillow,non_marketplace,5-10k,unknown,unknown,unknown,down,1407,medium,1,Матрас,89,0.0633,0.0517,0.0772,2931.38,,,,,Наволочка,70,0.0498,0.0396,0.0624,82.19,,,,,Одеяло,140,0.0995,0.0849,0.1163,13281.28,Постельное белье,47,0.0334,0.0252,0.0441,7395.73
pillow,non_marketplace,5-10k,unknown,unknown,unknown,orthopedic,9358,high,1,Матрас,1503,0.1606,0.1533,0.1682,5300.98,Вторник,Вечер (18-23),2024-09,605379.31,Наматрасник/топпер,1098,0.1173,0.111,0.124,829.55,Понедельник,Вечер (18-23),2024-11,103054.66,Кровать/каркас,559,0.0597,0.0551,0.0647,34763.2,Матрас,1503,0.1606,0.1533,0.1682,33005.06
pillow,non_marketplace,5-10k,unknown,unknown,unknown,unknown,10912,high,1,Одеяло,1191,0.1091,0.1034,0.1151,1156.56,Пятница,День (12-17),2024-09,192365.05,Кровать/каркас,565,0.0518,0.0478,0.0561,2120.57,Суббота,Утро (06-11),2025-09,840802.18,Матрас,1770,0.1622,0.1554,0.1692,46070.7,Кровать/каркас,565,0.0518,0.0478,0.0561,40955.08
pillow,non_marketplace,10-20k,unknown,unknown,50x70,unknown,529,medium,1,Постельное белье,78,0.1474,0.1198,0.1802,2490.1,,,,,Матрас,69,0.1304,0.1044,0.1618,6855.6,,,,,Другая мебель,50,0.0945,0.0724,0.1225,50871.58,Кровать/каркас,38,0.0718,0.0528,0.0971,44943.01
pillow,non_marketplace,10-20k,unknown,unknown,unknown,anatomic,1807,medium,1,Одеяло,76,0.0421,0.0337,0.0523,656.23,,,,,Ароматы для дома,38,0.021,0.0154,0.0287,57.54,,,,,Наволочка,338,0.1871,0.1697,0.2057,4678.72,Аксессуары для сна,33,0.0183,0.013,0.0255,3739.24
pillow,non_marketplace,10-20k,unknown,unknown,unknown,down,798,medium,1,Матрас,68,0.0852,0.0678,0.1066,4703.12,,,,,Наволочка,58,0.0727,0.0566,0.0928,220.13,,,,,Одеяло,134,0.1679,0.1436,0.1954,18230.68,Простыня,35,0.0439,0.0317,0.0604,5533.55
pillow,non_marketplace,10-20k,unknown,unknown,unknown,memory,178,low,1,Одеяло,6,0.0337,0.0155,0.0716,343.19,,,,,Матрас,3,0.0169,0.0057,0.0484,371.25,,,,,Одеяло,6,0.0337,0.0155,0.0716,10181.43,Другая мебель,1,0.0056,0.001,0.0311,3990.0
pillow,non_marketplace,10-20k,unknown,unknown,unknown,orthopedic,6698,high,1,Другая мебель,448,0.0669,0.0611,0.0731,2741.85,Суббота,День (12-17),2025-03,435722.02,Матрас,428,0.0639,0.0583,0.07,2745.72,Суббота,День (12-17),2025-02,644796.6,Матрас,428,0.0639,0.0583,0.07,42969.3,Другая мебель,448,0.0669,0.0611,0.0731,40993.13
pillow,non_marketplace,10-20k,unknown,unknown,unknown,unknown,7271,high,1,Одеяло,921,0.1267,0.1192,0.1345,1671.79,Понедельник,День (12-17),2024-12,123817.43,Кровать/каркас,514,0.0707,0.065,0.0768,3794.3,Вторник,День (12-17),2024-07,990829.21,Кровать/каркас,514,0.0707,0.065,0.0768,53673.87,Другая мебель,233,0.032,0.0282,0.0363,45738.96
pillow,non_marketplace,30k+,unknown,unknown,unknown,unknown,539,medium,1,Матрас,157,0.2913,0.2545,0.331,33449.47,,,,,Наволочка,59,0.1095,0.0858,0.1386,932.66,,,,,Кровать/каркас,40,0.0742,0.055,0.0995,78392.48,Одеяло,204,0.3785,0.3385,0.4201,33641.79
