target,channel_view,channel,pillow_price_bin,price_bin,checks_in_segment,confidence,segment_reliable,cross_sell_top_2,cross_sell_top_3,cross_sell_support_2,cross_sell_support_3,cross_sell_rate_2,cross_sell_rate_3,cross_sell_2_expected_value,cross_sell_3_expected_value,cross2_best_weekday,cross2_best_hour_bucket,cross2_best_month,cross2_best_opportunity_score,cross3_best_weekday,cross3_best_hour_bucket,cross3_best_month,cross3_best_opportunity_score,upsell_top_2,upsell_top_3,upsell_support_2,upsell_support_3,upsell_rate_2,upsell_rate_3,upsell_avg_sum_2,upsell_avg_sum_3,pillow_size,pillow_type,cross_sell_rate_2_ci_low,cross_sell_rate_2_ci_high,cross_sell_rate_3_ci_low,cross_sell_rate_3_ci_high,upsell_rate_2_ci_low,upsell_rate_2_ci_high,upsell_rate_3_ci_low,upsell_rate_3_ci_high
pillow,marketplace,marketplace,3-5k,3-5k,17762,high,1,Косметика/гигиена,Наволочка,476,463,0.0268,0.0261,29.05,48.85,Среда,Вечер (18-23),2025-01,2450.57,Вторник,Вечер (18-23),2024-12,18167.79,Другая мебель,Одеяло,193,486,0.0109,0.0274,4893.61,3096.23,40x60,memory,0.0245,0.0293,0.0238,0.0285,0.0094,0.0125,0.0251,0.0299
pillow,marketplace,marketplace,3-5k,3-5k,3830,high,1,Наволочка,Одеяло,159,156,0.0415,0.0407,68.11,114.81,,,,,,,,,Другая мебель,Одеяло,73,156,0.0191,0.0407,3927.66,2818.69,40x60,orthopedic,0.0356,0.0483,0.0349,0.0475,0.0152,0.0239,0.0349,0.0475
pillow,marketplace,marketplace,3-5k,3-5k,620,low,1,Косметика/гигиена,Одеяло,29,27,0.0468,0.0435,39.77,142.22,,,,,,,,,Детские товары,Наволочка,37,22,0.0597,0.0355,1719.73,1681.88,40x60,unknown,0.0328,0.0664,0.0301,0.0626,0.0436,0.0812,0.0235,0.0531
pillow,marketplace,marketplace,3-5k,3-5k,26076,high,1,Наволочка,Косметика/гигиена,2026,1410,0.0777,0.0541,202.92,60.27,Воскресенье,День (12-17),2024-10,63847.73,Четверг,Ночь (00-05),2025-08,33502.24,Постельное белье,Другая мебель,951,699,0.0365,0.0268,4428.27,4307.79,50x70,anatomic,0.0745,0.081,0.0514,0.0569,0.0343,0.0388,0.0249,0.0288
pillow,marketplace,marketplace,3-5k,3-5k,60442,high,1,Наволочка,Косметика/гигиена,3194,1988,0.0528,0.0329,148.34,35.12,Пятница,Вечер (18-23),2024-08,41816.87,Четверг,Ночь (00-05),2025-08,24365.3,Одеяло,Другая мебель,3842,899,0.0636,0.0149,4206.91,3682.57,50x70,down,0.0511,0.0547,0.0315,0.0343,0.0616,0.0655,0.0139,0.0159
pillow,marketplace,marketplace,3-5k,3-5k,10098,high,1,Одеяло,Косметика/гигиена,540,336,0.0535,0.0333,153.17,32.25,Четверг,Вечер (18-23),2024-10,42137.59,,,,,Другая мебель,Постельное белье,191,158,0.0189,0.0156,3824.95,3576.23,50x70,memory,0.0493,0.058,0.0299,0.037,0.0164,0.0218,0.0134,0.0183
pillow,marketplace,marketplace,3-5k,3-5k,5423,high,1,Косметика/гигиена,Одеяло,281,272,0.0518,0.0502,46.98,138.23,,,2025-08,9009.39,,,,,Другая мебель,Постельное белье,114,139,0.021,0.0256,3294.23,3238.11,50x70,orthopedic,0.0462,0.058,0.0447,0.0563,0.0175,0.0252,0.0217,0.0302
pillow,marketplace,marketplace,3-5k,3-5k,4093,high,1,Наволочка,Косметика/гигиена,247,131,0.0603,0.032,170.54,37.97,,,,,,,,,Другая мебель,Одеяло,67,344,0.0164,0.084,6304.32,4793.45,50x70,synthetic,0.0535,0.0681,0.027,0.0379,0.0129,0.0207,0.0759,0.0929
pillow,marketplace,marketplace,3-5k,3-5k,72441,high,1,Наволочка,Косметика/гигиена,4218,3768,0.0582,0.052,155.94,54.11,Суббота,День (12-17),2025-08,77078.59,Понедельник,Ночь (00-05),2025-08,80738.96,Постельное белье,Другая мебель,2342,1837,0.0323,0.0254,4319.15,3874.44,50x70,unknown,0.0565,0.06,0.0504,0.0537,0.0311,0.0336,0.0242,0.0265
pillow,marketplace,marketplace,3-5k,3-5k,385,low,1,Наволочка,Другая мебель,12,8,0.0312,0.0208,35.6,41.36,,,,,,,,,Наматрасник/топпер,Матрас,3,6,0.0078,0.0156,3987.67,3646.5,60x60,down,0.0179,0.0537,0.0106,0.0405,0.0027,0.0227,0.0072,0.0336
pillow,marketplace,marketplace,3-5k,3-5k,11488,high,1,Наволочка,Косметика/гигиена,804,478,0.07,0.0416,161.72,40.48,Воскресенье,Вечер (18-23),2024-11,20135.05,,,2025-07,14783.07,Другая мебель,Постельное белье,262,470,0.0228,0.0409,3830.67,3171.83,70x70,anatomic,0.0655,0.0748,0.0381,0.0454,0.0202,0.0257,0.0374,0.0447
pillow,marketplace,marketplace,3-5k,3-5k,52118,high,1,Наволочка,Косметика/гигиена,2650,1420,0.0508,0.0272,110.62,25.78,Среда,Вечер (18-23),2024-01,66877.36,Понедельник,Ночь (00-05),2025-10,23407.86,Одеяло,Постельное белье,2890,1038,0.0555,0.0199,3331.53,3226.31,70x70,down,0.049,0.0528,0.0259,0.0287,0.0535,0.0574,0.0188,0.0212
pillow,marketplace,marketplace,3-5k,3-5k,669,low,1,Одеяло,Косметика/гигиена,23,22,0.0344,0.0329,84.16,24.89,,,,,,,,,Наволочка,Косметика/гигиена,37,22,0.0553,0.0329,1920.94,756.91,70x70,memory,0.023,0.0511,0.0218,0.0493,0.0404,0.0753,0.0218,0.0493
pillow,marketplace,marketplace,3-5k,3-5k,745,medium,1,Детские товары,Косметика/гигиена,37,34,0.0497,0.0456,69.66,25.0,,,,,,,,,Наволочка,Детские товары,38,37,0.051,0.0497,1747.91,1402.54,70x70,orthopedic,0.0362,0.0677,0.0328,0.0631,0.0374,0.0692,0.0362,0.0677
pillow,marketplace,marketplace,3-5k,3-5k,3794,high,1,Наволочка,Косметика/гигиена,253,117,0.0667,0.0308,178.64,29.6,,,2024-02,24822.66,,,,,Постельное белье,Одеяло,66,262,0.0174,0.0691,3509.64,3212.81,70x70,synthetic,0.0592,0.0751,0.0258,0.0368,0.0137,0.0221,0.0614,0.0776
pillow,marketplace,marketplace,3-5k,3-5k,29541,high,1,Наволочка,Косметика/гигиена,2166,1727,0.0733,0.0585,166.94,52.93,Пятница,Ночь (00-05),2024-01,39604.74,Суббота,Ночь (00-05),2025-08,50815.29,Другая мебель,Постельное белье,930,1568,0.0315,0.0531,3439.35,3185.0,70x70,unknown,0.0704,0.0764,0.0558,0.0612,0.0296,0.0335,0.0506,0.0557
pillow,marketplace,marketplace,3-5k,3-5k,15254,high,1,Одеяло,Наволочка,338,315,0.0222,0.0207,74.55,48.6,,,2024-01,71132.16,,,2024-02,0,Одеяло,Наволочка,338,315,0.0222,0.0207,3364.45,2353.5,unknown,anatomic,0.0199,0.0246,0.0185,0.023,0.0199,0.0246,0.0185,0.023
pillow,marketplace,marketplace,3-5k,3-5k,11691,high,1,Одеяло,Косметика/гигиена,554,266,0.0474,0.0228,206.13,22.18,Четверг,День (12-17),2024-11,45255.58,,,,,Другая мебель,Постельное белье,133,139,0.0114,0.0119,3978.38,3385.62,unknown,down,0.0437,0.0514,0.0202,0.0256,0.0096,0.0135,0.0101,0.014
pillow,marketplace,marketplace,3-5k,3-5k,66396,high,1,Наволочка,Одеяло,1592,1338,0.024,0.0202,45.59,58.02,Суббота,Вечер (18-23),2025-07,43244.64,Вторник,Вечер (18-23),2025-05,32577.74,Другая мебель,Одеяло,920,1338,0.0139,0.0202,3805.69,2878.92,unknown,memory,0.0228,0.0252,0.0191,0.0212,0.013,0.0148,0.0191,0.0212
pillow,marketplace,marketplace,3-5k,3-5k,101436,high,1,Наволочка,Детские товары,2451,2335,0.0242,0.023,39.15,32.31,Воскресенье,Ночь (00-05),2025-05,37973.86,Суббота,Ночь (00-05),2025-12,70877.46,Другая мебель,Одеяло,1449,1901,0.0143,0.0187,3470.62,2853.31,unknown,orthopedic,0.0232,0.0251,0.0221,0.024,0.0136,0.015,0.0179,0.0196
pillow,marketplace,marketplace,3-5k,3-5k,21596,high,1,Детские товары,Одеяло,1413,1125,0.0654,0.0521,88.59,144.08,Суббота,Ночь (00-05),2025-08,57702.38,Понедельник,Ночь (00-05),2025-08,53069.34,Другая мебель,Постельное белье,836,733,0.0387,0.0339,3156.03,3089.59,unknown,unknown,0.0622,0.0688,0.0492,0.0551,0.0362,0.0414,0.0316,0.0364
pillow,marketplace,marketplace,5-10k,5-10k,168,low,1,Ковры/коврики,Хранение/органайзеры,2,2,0.0119,0.0119,14.95,8.9,,,,,,,,,Наматрасник/топпер,Покрывало,1,1,0.006,0.006,4859.0,4361.0,40x60,anatomic,0.0033,0.0424,0.0033,0.0424,0.0011,0.0329,0.0011,0.0329
pillow,marketplace,marketplace,5-10k,5-10k,156,low,1,Косметика/гигиена,Наволочка,5,4,0.0321,0.0256,30.54,39.87,,,,,,,,,Постельное белье,Одежда для дома,2,1,0.0128,0.0064,3842.5,2416.0,40x60,down,0.0138,0.0728,0.01,0.0641,0.0035,0.0455,0.0011,0.0354
pillow,marketplace,marketplace,5-10k,5-10k,4982,high,1,Наволочка,Косметика/гигиена,210,131,0.0422,0.0263,113.32,37.87,,,,,,,,,Другая мебель,Одеяло,66,232,0.0132,0.0466,5764.65,3929.01,40x60,memory,0.0369,0.0481,0.0222,0.0311,0.0104,0.0168,0.0411,0.0528
pillow,marketplace,marketplace,5-10k,5-10k,630,medium,1,Одеяло,Простыня,38,32,0.0603,0.0508,241.78,80.33,,,,,,,,,Наволочка,Простыня,38,32,0.0603,0.0508,2519.0,1581.51,40x60,orthopedic,0.0443,0.0817,0.0362,0.0708,0.0443,0.0817,0.0362,0.0708
pillow,marketplace,marketplace,5-10k,5-10k,200,low,1,Детские товары,Одеяло,17,14,0.085,0.07,230.76,653.06,,,,,,,,,Матрас,Одеяло,4,14,0.02,0.07,11534.0,9329.36,40x60,unknown,0.0537,0.1319,0.0422,0.1141,0.0078,0.0503,0.0422,0.1141
pillow,marketplace,marketplace,5-10k,5-10k,5899,high,1,Наволочка,Косметика/гигиена,494,313,0.0837,0.0531,367.78,80.3,Воскресенье,День (12-17),2024-11,24600.95,,,2025-08,31349.33,Постельное белье,Другая мебель,253,200,0.0429,0.0339,6197.82,5681.36,50x70,anatomic,0.0769,0.0911,0.0476,0.0591,0.038,0.0484,0.0296,0.0388
pillow,marketplace,marketplace,5-10k,5-10k,25331,high,1,Наволочка,Косметика/гигиена,1068,719,0.0422,0.0284,177.12,39.3,Четверг,Вечер (18-23),2024-07,48091.34,Понедельник,Утро (06-11),2025-10,19933.1,Постельное белье,Другая мебель,392,318,0.0155,0.0126,5839.2,5545.65,50x70,down,0.0398,0.0447,0.0264,0.0305,0.014,0.0171,0.0113,0.014
pillow,marketplace,marketplace,5-10k,5-10k,1746,high,1,Наволочка,Простыня,127,55,0.0727,0.0315,245.57,74.7,,,,,,,,,Постельное белье,Другая мебель,30,47,0.0172,0.0269,8100.03,6287.45,50x70,memory,0.0615,0.0859,0.0243,0.0408,0.0121,0.0244,0.0203,0.0356
pillow,marketplace,marketplace,5-10k,5-10k,1759,medium,1,Косметика/гигиена,Одеяло,95,88,0.054,0.05,49.65,285.33,,,,,,,,,Одеяло,Постельное белье,88,39,0.05,0.0222,5703.32,4825.09,50x70,orthopedic,0.0444,0.0656,0.0408,0.0612,0.0408,0.0612,0.0163,0.0302
pillow,marketplace,marketplace,5-10k,5-10k,1049,medium,1,Наволочка,Наматрасник/топпер,74,33,0.0705,0.0315,540.93,246.44,,,,,,,,,Наматрасник/топпер,Наволочка,33,74,0.0315,0.0705,7833.91,7668.03,50x70,synthetic,0.0566,0.0877,0.0225,0.0438,0.0225,0.0438,0.0566,0.0877
pillow,marketplace,marketplace,5-10k,5-10k,19262,high,1,Наволочка,Косметика/гигиена,1157,781,0.0601,0.0405,279.31,54.07,Суббота,Вечер (18-23),2025-06,68750.16,Среда,Вечер (18-23),2025-07,15918.16,Другая мебель,Одеяло,412,1811,0.0214,0.094,6680.6,6571.97,50x70,unknown,0.0568,0.0635,0.0379,0.0434,0.0194,0.0235,0.09,0.0982
pillow,marketplace,marketplace,5-10k,5-10k,2601,high,1,Наволочка,Косметика/гигиена,220,112,0.0846,0.0431,292.3,49.54,,,,,,,,,Другая мебель,Постельное белье,67,111,0.0258,0.0427,8430.26,4554.09,70x70,anatomic,0.0745,0.0959,0.0359,0.0516,0.0203,0.0326,0.0356,0.0511
pillow,marketplace,marketplace,5-10k,5-10k,19737,high,1,Наволочка,Косметика/гигиена,921,504,0.0467,0.0255,153.69,29.14,Суббота,Вечер (18-23),2024-04,28454.63,,,2025-11,19177.53,Другая мебель,Постельное белье,266,338,0.0135,0.0171,5246.0,4723.88,70x70,down,0.0438,0.0497,0.0234,0.0278,0.012,0.0152,0.0154,0.019
pillow,marketplace,marketplace,5-10k,5-10k,134,low,1,Простыня,Одеяло,6,6,0.0448,0.0448,87.1,244.53,,,,,,,,,Одеяло,Сумки/багаж,6,3,0.0448,0.0224,5461.2,5237.14,70x70,orthopedic,0.0207,0.0942,0.0207,0.0942,0.0207,0.0942,0.0076,0.0638
pillow,marketplace,marketplace,5-10k,5-10k,811,medium,1,Наволочка,Косметика/гигиена,74,25,0.0912,0.0308,373.09,66.4,,,,,,,,,Наволочка,Наматрасник/топпер,74,22,0.0912,0.0271,4088.91,3421.52,70x70,synthetic,0.0733,0.113,0.021,0.0451,0.0733,0.113,0.018,0.0407
pillow,marketplace,marketplace,5-10k,5-10k,7539,high,1,Наволочка,Косметика/гигиена,483,335,0.0641,0.0444,225.8,49.13,,,2024-09,74838.29,,,2025-07,14702.68,Одеяло,Другая мебель,739,175,0.098,0.0232,5200.86,4990.74,70x70,unknown,0.0588,0.0698,0.04,0.0493,0.0915,0.1049,0.02,0.0269
pillow,marketplace,marketplace,5-10k,5-10k,12674,high,1,Одеяло,Косметика/гигиена,286,272,0.0226,0.0215,114.48,23.55,,,2024-01,0,,,2024-01,5670.22,Наволочка,Детские товары,287,203,0.0226,0.016,2873.66,2107.85,unknown,anatomic,0.0201,0.0253,0.0191,0.0241,0.0202,0.0254,0.014,0.0184
pillow,marketplace,marketplace,5-10k,5-10k,4711,high,1,Наволочка,Косметика/гигиена,213,122,0.0452,0.0259,150.78,37.52,,,,,,,,,Другая мебель,Постельное белье,56,58,0.0119,0.0123,6566.2,6301.01,unknown,down,0.0396,0.0515,0.0217,0.0308,0.0092,0.0154,0.0095,0.0159
pillow,marketplace,marketplace,5-10k,5-10k,20119,high,1,Наволочка,Одеяло,490,416,0.0244,0.0207,65.78,87.95,Суббота,День (12-17),2024-01,24876.23,,,,,Другая мебель,Одеяло,261,416,0.013,0.0207,5106.78,4253.39,unknown,memory,0.0223,0.0266,0.0188,0.0227,0.0115,0.0146,0.0188,0.0227
pillow,marketplace,marketplace,5-10k,5-10k,33904,high,1,Наволочка,Детские товары,777,624,0.0229,0.0184,52.95,34.72,Воскресенье,Вечер (18-23),2024-12,35345.88,Суббота,Вечер (18-23),2025-08,13861.57,Другая мебель,Наволочка,391,777,0.0115,0.0229,4541.79,2310.31,unknown,orthopedic,0.0214,0.0246,0.017,0.0199,0.0105,0.0127,0.0214,0.0246
pillow,marketplace,marketplace,5-10k,5-10k,146,low,1,Наволочка,Косметика/гигиена,10,3,0.0685,0.0205,294.66,29.21,,,,,,,,,Постельное белье,Покрывало,2,2,0.0137,0.0137,24060.5,19842.0,unknown,synthetic,0.0376,0.1215,0.007,0.0587,0.0038,0.0486,0.0038,0.0486
pillow,marketplace,marketplace,5-10k,5-10k,6450,high,1,Одеяло,Детские товары,398,390,0.0617,0.0605,279.78,106.88,,,2025-08,42539.27,,,2025-08,55010.08,Постельное белье,Одеяло,235,398,0.0364,0.0617,5057.59,4534.06,unknown,unknown,0.0561,0.0678,0.0549,0.0665,0.0321,0.0413,0.0561,0.0678
pillow,marketplace,marketplace,10-20k,10-20k,198,low,1,Наволочка,Матрас,10,6,0.0505,0.0303,99.34,470.81,,,,,,,,,Кровать/каркас,Постельное белье,2,2,0.0101,0.0101,15021.27,7269.0,40x60,memory,0.0277,0.0905,0.014,0.0645,0.0028,0.0361,0.0028,0.0361
pillow,marketplace,marketplace,10-20k,10-20k,707,medium,1,Наволочка,Косметика/гигиена,56,39,0.0792,0.0552,695.17,102.73,,,,,,,,,Постельное белье,Наволочка,30,56,0.0424,0.0792,10102.29,8776.55,50x70,anatomic,0.0615,0.1015,0.0406,0.0745,0.0299,0.0599,0.0615,0.1015
pillow,marketplace,marketplace,10-20k,10-20k,5520,high,1,Наволочка,Косметика/гигиена,237,132,0.0429,0.0239,312.86,43.93,,,,,,,,,Постельное белье,Другая мебель,69,65,0.0125,0.0118,10481.58,8148.67,50x70,down,0.0379,0.0486,0.0202,0.0283,0.0099,0.0158,0.0092,0.015
pillow,marketplace,marketplace,10-20k,10-20k,222,low,1,Наволочка,Детские товары,12,11,0.0541,0.0495,366.9,123.65,,,,,,,,,Одеяло,Кухонный текстиль,10,4,0.045,0.018,12232.23,9039.0,50x70,orthopedic,0.0312,0.0921,0.0279,0.0865,0.0246,0.0809,0.007,0.0454
pillow,marketplace,marketplace,10-20k,10-20k,143,low,1,Наволочка,Наматрасник/топпер,14,7,0.0979,0.049,782.15,248.43,,,,,,,,,Постельное белье,Наволочка,3,14,0.021,0.0979,9101.78,7989.07,50x70,synthetic,0.0592,0.1576,0.0239,0.0976,0.0072,0.0599,0.0592,0.1576
pillow,marketplace,marketplace,10-20k,10-20k,3127,high,1,Наволочка,Косметика/гигиена,165,106,0.0528,0.0339,423.57,52.59,,,,,,,,,Одеяло,Постельное белье,319,58,0.102,0.0185,13809.94,9061.99,50x70,unknown,0.0455,0.0612,0.0281,0.0408,0.0919,0.1131,0.0144,0.0239
pillow,marketplace,marketplace,10-20k,10-20k,3647,high,1,Наволочка,Косметика/гигиена,149,83,0.0409,0.0228,221.93,35.81,,,,,,,,,Постельное белье,Наволочка,39,149,0.0107,0.0409,7486.17,5432.17,70x70,down,0.0349,0.0478,0.0184,0.0281,0.0078,0.0146,0.0349,0.0478
pillow,marketplace,marketplace,10-20k,10-20k,1005,medium,1,Наволочка,Косметика/гигиена,80,30,0.0796,0.0299,649.79,43.56,,,,,,,,,Наволочка,Косметика/гигиена,80,30,0.0796,0.0299,8162.99,1459.15,70x70,unknown,0.0644,0.098,0.021,0.0423,0.0644,0.098,0.021,0.0423
pillow,marketplace,marketplace,10-20k,10-20k,1758,medium,1,Детские товары,Косметика/гигиена,51,47,0.029,0.0267,99.13,50.97,,,,,,,,,Наволочка,Детские товары,47,51,0.0267,0.029,4605.17,3417.2,unknown,anatomic,0.0221,0.0379,0.0202,0.0354,0.0202,0.0354,0.0221,0.0379
pillow,marketplace,marketplace,10-20k,10-20k,1091,medium,1,Наволочка,Косметика/гигиена,56,23,0.0513,0.0211,309.32,34.99,,,,,,,,,Наволочка,Косметика/гигиена,56,23,0.0513,0.0211,6026.27,1659.86,unknown,down,0.0397,0.0661,0.0141,0.0314,0.0397,0.0661,0.0141,0.0314
pillow,marketplace,marketplace,10-20k,10-20k,2035,medium,1,Одеяло,Детские товары,47,36,0.0231,0.0177,179.8,58.1,,,,,,,,,Наволочка,Детские товары,33,36,0.0162,0.0177,3848.81,3284.07,unknown,memory,0.0174,0.0306,0.0128,0.0244,0.0116,0.0227,0.0128,0.0244
pillow,marketplace,marketplace,10-20k,10-20k,8376,high,1,Наволочка,Детские товары,133,127,0.0159,0.0152,56.19,57.69,,,,,,,,,Детские товары,Наволочка,127,133,0.0152,0.0159,3804.71,3538.43,unknown,orthopedic,0.0134,0.0188,0.0128,0.018,0.0128,0.018,0.0134,0.0188
pillow,marketplace,marketplace,10-20k,10-20k,823,medium,1,Наволочка,Постельное белье,53,30,0.0644,0.0365,234.84,520.78,,,,,,,,,Одеяло,Наволочка,81,53,0.0984,0.0644,12158.7,3646.63,unknown,unknown,0.0496,0.0833,0.0257,0.0516,0.0799,0.1207,0.0496,0.0833
pillow,marketplace,marketplace,20-30k,20-30k,256,low,1,Постельное белье,Одеяло,4,4,0.0156,0.0156,614.13,484.23,,,,,,,,,Одеяло,Матрас,4,1,0.0156,0.0039,30990.75,18964.0,unknown,anatomic,0.0061,0.0395,0.0061,0.0395,0.0061,0.0395,0.0007,0.0218
pillow,marketplace,marketplace,20-30k,20-30k,181,low,1,Детские товары,Одеяло,6,4,0.0331,0.0221,234.49,128.55,,,,,,,,,Одежда для дома,Другая мебель,2,3,0.011,0.0166,12701.0,7449.49,unknown,memory,0.0153,0.0704,0.0086,0.0554,0.003,0.0394,0.0057,0.0476
pillow,marketplace,marketplace,20-30k,20-30k,180,low,1,Наволочка,Постельное белье,7,5,0.0389,0.0278,179.01,520.76,,,,,,,,,Матрас,Покрывало,1,1,0.0056,0.0056,44838.0,20990.0,unknown,unknown,0.019,0.0781,0.0119,0.0634,0.001,0.0308,0.001,0.0308
pillow,marketplace,marketplace,30k+,30k+,166,low,1,Наволочка,Полотенце,11,7,0.0663,0.0422,1524.14,1035.74,,,,,,,,,Одеяло,Постельное белье,19,2,0.1145,0.012,59380.26,39503.5,unknown,down,0.0374,0.1148,0.0206,0.0845,0.0745,0.1718,0.0033,0.0429
pillow,marketplace,marketplace,30k+,30k+,136,low,1,Наволочка,Детские товары,5,5,0.0368,0.0368,528.35,168.12,,,,,,,,,Пододеяльник,Ковры/коврики,2,3,0.0147,0.0221,40916.6,27235.0,unknown,orthopedic,0.0158,0.0832,0.0158,0.0832,0.004,0.052,0.0075,0.0628
pillow,non_marketplace,non_marketplace,0-1k,0-1k,1090,high,1,Кухонный текстиль,Косметика/гигиена,109,81,0.1,0.0743,36.86,23.48,,,2024-01,9504.98,,,2024-01,741.04,Детские товары,Кухонный текстиль,185,109,0.1697,0.1,480.72,368.62,40x60,anatomic,0.0836,0.1192,0.0602,0.0914,0.1486,0.1932,0.0836,0.1192
pillow,non_marketplace,non_marketplace,0-1k,0-1k,105,low,1,Одеяло,Постельное белье,8,7,0.0762,0.0667,74.01,145.18,,,,,,,,,Хранение/органайзеры,Плед,2,5,0.019,0.0476,1583.49,974.22,40x60,unknown,0.0391,0.1432,0.0327,0.1313,0.0052,0.0668,0.0205,0.1067
pillow,non_marketplace,non_marketplace,0-1k,0-1k,146,low,1,Наволочка,Детские товары,6,5,0.0411,0.0342,67.06,14.49,,,,,,,,,Матрас,Пододеяльник,4,1,0.0274,0.0068,5651.05,3301.0,50x70,anatomic,0.019,0.0868,0.0147,0.0777,0.0107,0.0683,0.0012,0.0378
pillow,non_marketplace,non_marketplace,0-1k,0-1k,1268,medium,1,Косметика/гигиена,Наволочка,82,55,0.0647,0.0434,82.29,35.27,,,,,,,,,Одеяло,Косметика/гигиена,113,82,0.0891,0.0647,1623.05,1272.53,50x70,down,0.0524,0.0796,0.0335,0.056,0.0747,0.1061,0.0524,0.0796
pillow,non_marketplace,non_marketplace,0-1k,0-1k,23183,high,1,Другая мебель,Постельное белье,1753,1376,0.0756,0.0594,988.42,148.65,Понедельник,Утро (06-11),2025-06,135739.87,Четверг,День (12-17),2024-12,43718.86,Другая мебель,Матрас,1753,828,0.0756,0.0357,13071.6,10795.22,50x70,unknown,0.0723,0.0791,0.0564,0.0625,0.0723,0.0791,0.0334,0.0382
pillow,non_marketplace,non_marketplace,0-1k,0-1k,80,low,1,Детские товары,Кухня/посуда,2,2,0.025,0.025,6.48,6.82,,,,,,,,,Другая мебель,Простыня,1,1,0.0125,0.0125,799.0,795.0,70x70,anatomic,0.0069,0.0866,0.0069,0.0866,0.0022,0.0675,0.0022,0.0675
pillow,non_marketplace,non_marketplace,0-1k,0-1k,127,low,1,Полотенце,Наволочка,4,4,0.0315,0.0315,16.01,27.3,,,,,,,,,Другая мебель,Постельное белье,2,1,0.0157,0.0079,4857.2,4504.0,70x70,synthetic,0.0123,0.0782,0.0123,0.0782,0.0043,0.0556,0.0014,0.0433
pillow,non_marketplace,non_marketplace,0-1k,0-1k,2589,high,1,Другая мебель,Наволочка,123,86,0.0475,0.0332,358.04,20.99,,,,,,,,,Другая мебель,Матрас,123,55,0.0475,0.0212,7536.41,7410.44,70x70,unknown,0.04,0.0564,0.027,0.0408,0.04,0.0564,0.0164,0.0275
pillow,non_marketplace,non_marketplace,0-1k,0-1k,1487,medium,1,Одеяло,Косметика/гигиена,81,55,0.0545,0.037,51.14,13.76,,,,,,,,,Одеяло,Детские товары,81,135,0.0545,0.0908,938.85,699.64,unknown,anatomic,0.044,0.0672,0.0285,0.0478,0.044,0.0672,0.0772,0.1065
pillow,non_marketplace,non_marketplace,0-1k,0-1k,704,medium,1,Косметика/гигиена,Наволочка,45,28,0.0639,0.0398,77.42,43.34,,,,,,,,,Матрас,Постельное белье,28,24,0.0398,0.0341,9574.88,2538.72,unknown,down,0.0481,0.0845,0.0277,0.0569,0.0277,0.0569,0.023,0.0502
pillow,non_marketplace,non_marketplace,0-1k,0-1k,2388,medium,1,Косметика/гигиена,Хранение/органайзеры,71,44,0.0297,0.0184,15.17,9.83,,,,,,,,,Хранение/органайзеры,Косметика/гигиена,44,71,0.0184,0.0297,533.48,510.35,unknown,memory,0.0236,0.0373,0.0138,0.0246,0.0138,0.0246,0.0236,0.0373
pillow,non_marketplace,non_marketplace,0-1k,0-1k,4601,high,1,Матрас,Одеяло,163,125,0.0354,0.0272,220.5,40.73,,,,,,,,,Другая мебель,Матрас,234,163,0.0509,0.0354,10936.88,6224.17,unknown,orthopedic,0.0305,0.0412,0.0229,0.0323,0.0449,0.0576,0.0305,0.0412
pillow,non_marketplace,non_marketplace,0-1k,0-1k,9420,high,1,Матрас,Дезодорант/уход,604,452,0.0641,0.048,1485.17,11.59,Суббота,День (12-17),2024-06,661110.15,Четверг,День (12-17),2024-03,2269.58,Матрас,Постельное белье,604,113,0.0641,0.012,23162.7,3157.51,unknown,unknown,0.0593,0.0692,0.0438,0.0525,0.0593,0.0692,0.01,0.0144
pillow,non_marketplace,non_marketplace,1-2k,1-2k,179,low,1,Детские товары,Постельное белье,5,4,0.0279,0.0223,22.36,47.49,,,,,,,,,Постельное белье,Другая мебель,4,2,0.0223,0.0112,2125.0,1619.1,40x60,orthopedic,0.012,0.0637,0.0087,0.056,0.0087,0.056,0.0031,0.0398
pillow,non_marketplace,non_marketplace,1-2k,1-2k,1269,medium,1,Простыня,Постельное белье,58,53,0.0457,0.0418,115.1,160.87,,,,,,,,,Одеяло,Простыня,136,58,0.1072,0.0457,2583.6,2518.41,50x70,down,0.0355,0.0586,0.0321,0.0542,0.0913,0.1254,0.0355,0.0586
pillow,non_marketplace,non_marketplace,1-2k,1-2k,13437,high,1,Другая мебель,Постельное белье,1345,1178,0.1001,0.0877,2071.6,326.73,Понедельник,День (12-17),2024-08,524743.13,Понедельник,День (12-17),2024-09,62450.78,Кровать/каркас,Матрас,775,1055,0.0577,0.0785,20086.48,16108.47,50x70,unknown,0.0951,0.1053,0.083,0.0926,0.0539,0.0617,0.0741,0.0832
pillow,non_marketplace,non_marketplace,1-2k,1-2k,141,low,1,Наволочка,Детские товары,7,7,0.0496,0.0496,56.26,18.36,,,,,,,,,Ароматы для дома,Постельное белье,1,2,0.0071,0.0142,3185.0,2839.5,70x70,anatomic,0.0243,0.0989,0.0243,0.0989,0.0013,0.0391,0.0039,0.0502
pillow,non_marketplace,non_marketplace,1-2k,1-2k,722,medium,1,Постельное белье,Наволочка,35,22,0.0485,0.0305,148.11,32.76,,,,,,,,,Одеяло,Наволочка,45,22,0.0623,0.0305,1927.88,1075.27,70x70,down,0.0351,0.0667,0.0202,0.0457,0.0469,0.0824,0.0202,0.0457
